Permit Type,Agency,Division,Permit/License Name,Form Title,Form PDF,L123 Description,Department Description,Description Link,Biz Portal Description,Application Fee,License Fee,Renewal Fee,Time Frame,"Industry or Sector (as in Lic123: e.g. automotive, consulting, education, food and drink, business services)","Business Types_Level 1 (e.g. cafe, design studio, ",Requirements Link,Tag,Tasks,Notes:,
CA,Department of Social Services,,Residential Facility License,,,The California Community Care Licensing Division ensures senior residential facilities meet certain health and safety standards. Anyone wishing to operate a residential facility must obtain a license to do so. Licenses are issued by the California Department of Social Services to ensure quality and enforcement of regulations. ,,,,,,,,,,,,,,
CA,Department of Transportation (Caltrans),,Oversize/Overweight Permit,,,Any vehicle considered oversizez must have a permit to travel in the State of California.,,,,,,,,,,,,,,
CA,Environmental Protection Agency (Cal EPA),Hazardous Materials Compliance Dvision,Accidental Release Prevention (ARP) Permit - Issued Through Counties,,,Certifies auto-mechanics and auto body shops to operate by ensuring they comply with state measures to contain hazardous materials,,,,,,,,,,,,,,
CA,Massage Therapy Council,,Massage Therapy Council License,,,"CAMTC is a non-profit organization created by California state legislation in 2009. CAMTC provides certification for massage therapists to practice statewide. By certifying through CAMTC, you become part of the groundbreaking statewide recognition of massage therapy in California. As of 2012 by becoming certified by the Council, you will be allowed to work anywhere throughout California for two years. CAMTC certified massage therapists have a right to practice massage without any other license, permit, or authorization except by a few conditions regarding zoning, reasonable health and safety requirements, general business licensing and reasonable attire and personal hygiene requirements but no additional qualifications such as medical examinations or criminal background checks. ",,,,,,,,,,,,,,
CA,Medical Board of California,,Medical Ficticious Business Name,,,California requires medical practices to register any fictitious business names or DBAs to ensure integrity and consumer safety. Registration is handled by the Medical Board of California to ensure quality and enforcement of regulations. ,,,,,,,,,,,,,,
CA,Medical Board of California,,Medical License,,,Medical practices must be owned and operated by licensed clinicians. California licensing registers the practice of physicians and other medical practitioners.,,,,,,,,,,,,,,
CA,Secretary of State,,Certificate of Registration as a Limited Liability Partnership,,,Law Firms intending to operate as California LLPs must seek approval of the California State Bar after certifying their LLP with the Secretary of State.,,,,,,,,,,,,,,
CA,Secretary of State,,Secretary of State Employment Agency Surety Bond Certification,,,California requires staffing agencies to hold surety bonds in case of failure or unexpected liability. Staffing companies must purchase a bond from a state authorized vendor and present the bond to the Secretary of State for verification and recording.,,,,,,,,,,,,,,
CA,See SFDPH Food Safety Certification,,Food Handler's Card,,,California law requires that all workers who handle or serve food in any way have certification in safe food handling practices and sanitation. New hires have 30 days from the date of hire to obtain a card.,,,,,,,,,,,,,,
CA,See SFDPH Food Safety Certification,,Food Protection Manager Certification,,,California law requires every food service establishment to have at least one employee who holds Food Protection Manager Certification. Exams and certifications are issued through the ServSafe in compliance with California regulations.,,,,,,,,,,,,,,
CA,State Bar of California,,Certificate of Registration as a Law Corporation,,,Attorneys intending to operate as professional Law Corporations must register with the Secretary of State and then receive permission from the State Bar of California.,,,,,,,,,,,,,,
CA,,,Written Consent Approval,,,,,,,,,,,,,,,,,
US,Internal Revenue Service (IRS) ,,Federal Employer Identification Number,,,,,,"An FEIN is also known as an Employer Identification Number (EIN) or Federal Tax Identification Number. It is issued by the Internal Revenue Service (IRS). A business needs an FEIN to pay employees and to file business tax returns. An FEIN does not expire and is unique to your business - once an FEIN has been given to an entity, it will never be issued again.",,,,,,,,,,,
US,Alcohol and Tobacco Tax and Trade Bureau,,Alcohol Tobacco Tax and Trade Bureau Alcohol Dealer Permit,,,"Retail dealers(such as wine or liquor stores, restaurants, bars, private clubs, grocery stores or supermarkets)who sell, or offer for sale, beverage alcohol products as well as wholesale dealers and importers in liquors, beer and/or wine, and manufacturers of nonbeverage products (industrial) must register with the U.S. Department of the Treasury, Alcohol and Tobacco Tax and Trade Bureau prior to engaging in business. ",,,,,,,,,,,,,,
US,Centers for Medicare and Medicaid Services,,Medicare Provider Enrollment,,,"Home health agencies must complete an extensive application to participate in Medicare, which includes eligibility to receive reimbursement from private Medicare Advantage plans. ",,,,,,,,,,,,,,
US,Customs and Border Patrol,"Chief, Foreign Trade Division","AES System Registration for Vehicles, Electronics, and Household Goods exports",,,"Anyone who wishes to operate a business exporting vehicles, electronics or household goods in the United States must register with the AES Trade Interface.",,,,,,,,,,,,,,
US,Department of Agriculture (USDA),,"Approval of Labels, Marking or Device",,,"Food processing/manufacturing establishments that handle meat, eggs, and/or catfish and are located in states that do not have meat, poultry, or egg inspection programs, are controlled by the USDA and are required to obtain USDA approval of their food labeling procedures. ",,,,,,,,,,,,,,
